 Step   rOH   Energy
 585      1.70929460    0.18095455E-02
 586      1.70979460    0.17880477E-02
 587      1.71029460    0.17667230E-02
 588      1.71079460    0.17455711E-02
 589      1.71129460    0.17245917E-02
 590      1.71179460    0.17037846E-02
 591      1.71229460    0.16831494E-02
 592      1.71279460    0.16626858E-02
 593      1.71329460    0.16423936E-02
 594      1.71379460    0.16222724E-02
 595      1.71429460    0.16023220E-02
 596      1.71479460    0.15825420E-02
 597      1.71529460    0.15629322E-02
 598      1.71579460    0.15434924E-02
 599      1.71629460    0.15242221E-02
 600      1.71679460    0.15051211E-02
 601      1.71729460    0.14861891E-02
 602      1.71779460    0.14674259E-02
 603      1.71829460    0.14488311E-02
 604      1.71879460    0.14304044E-02
 605      1.71929460    0.14121457E-02
 606      1.71979460    0.13940544E-02
 607      1.72029460    0.13761305E-02
 608      1.72079460    0.13583736E-02
 609      1.72129460    0.13407834E-02
 610      1.72179460    0.13233596E-02
 611      1.72229460    0.13061020E-02
 612      1.72279460    0.12890102E-02
 613      1.72329460    0.12720840E-02
 614      1.72379460    0.12553230E-02
 615      1.72429460    0.12387271E-02
 616      1.72479460    0.12222959E-02
 617      1.72529460    0.12060291E-02
 618      1.72579460    0.11899264E-02
 619      1.72629460    0.11739876E-02
 620      1.72679460    0.11582124E-02
 621      1.72729460    0.11426005E-02
 622      1.72779460    0.11271517E-02
 623      1.72829460    0.11118655E-02
 624      1.72879460    0.10967418E-02
 625      1.72929460    0.10817803E-02
 626      1.72979460    0.10669806E-02
 627      1.73029460    0.10523426E-02
 628      1.73079460    0.10378659E-02
 629      1.73129460    0.10235503E-02
 630      1.73179460    0.10093954E-02
 631      1.73229460    0.99540098E-03
 632      1.73279460    0.98156679E-03
 633      1.73329460    0.96789255E-03
 634      1.73379460    0.95437795E-03
 635      1.73429460    0.94102273E-03
 636      1.73479460    0.92782662E-03
 637      1.73529460    0.91478932E-03
 638      1.73579460    0.90191057E-03
 639      1.73629460    0.88919009E-03
 640      1.73679460    0.87662760E-03
 641      1.73729460    0.86422283E-03
 642      1.73779460    0.85197551E-03
 643      1.73829460    0.83988534E-03
 644      1.73879460    0.82795207E-03
 645      1.73929460    0.81617542E-03
 646      1.73979460    0.80455512E-03
 647      1.74029460    0.79309088E-03
 648      1.74079460    0.78178244E-03
 649      1.74129460    0.77062952E-03
 650      1.74179460    0.75963186E-03
 651      1.74229460    0.74878917E-03
 652      1.74279460    0.73810119E-03
 653      1.74329460    0.72756765E-03
 654      1.74379460    0.71718827E-03
 655      1.74429460    0.70696279E-03
 656      1.74479460    0.69689092E-03
 657      1.74529460    0.68697241E-03
 658      1.74579460    0.67720699E-03
 659      1.74629460    0.66759437E-03
 660      1.74679460    0.65813431E-03
 661      1.74729460    0.64882651E-03
 662      1.74779460    0.63967073E-03
 663      1.74829460    0.63066668E-03
 664      1.74879460    0.62181411E-03
 665      1.74929460    0.61311274E-03
 666      1.74979460    0.60456230E-03
 667      1.75029460    0.59616254E-03
 668      1.75079460    0.58791318E-03
 669      1.75129460    0.57981395E-03
 670      1.75179460    0.57186460E-03
 671      1.75229460    0.56406486E-03
 672      1.75279460    0.55641446E-03
 673      1.75329460    0.54891313E-03
 674      1.75379460    0.54156062E-03
 675      1.75429460    0.53435666E-03
 676      1.75479460    0.52730098E-03
 677      1.75529460    0.52039333E-03
 678      1.75579460    0.51363344E-03
 679      1.75629460    0.50702104E-03
 680      1.75679460    0.50055587E-03
 681      1.75729460    0.49423768E-03
 682      1.75779460    0.48806620E-03
 683      1.75829460    0.48204117E-03
 684      1.75879460    0.47616233E-03
 685      1.75929460    0.47042942E-03
 686      1.75979460    0.46484218E-03
 687      1.76029460    0.45940035E-03
 688      1.76079460    0.45410366E-03
 689      1.76129460    0.44895187E-03
 690      1.76179460    0.44394471E-03
 691      1.76229460    0.43908192E-03
 692      1.76279460    0.43436325E-03
 693      1.76329460    0.42978844E-03
 694      1.76379460    0.42535722E-03
 695      1.76429460    0.42106935E-03
 696      1.76479460    0.41692457E-03
 697      1.76529460    0.41292262E-03
 698      1.76579460    0.40906324E-03
 699      1.76629460    0.40534618E-03
 700      1.76679460    0.40177118E-03
 701      1.76729460    0.39833800E-03
 702      1.76779460    0.39504636E-03
 703      1.76829460    0.39189603E-03
 704      1.76879460    0.38888675E-03
 705      1.76929460    0.38601825E-03
 706      1.76979460    0.38329030E-03
 707      1.77029460    0.38070263E-03
 708      1.77079460    0.37825500E-03
 709      1.77129460    0.37594715E-03
 710      1.77179460    0.37377883E-03
 711      1.77229460    0.37174979E-03
 712      1.77279460    0.36985978E-03
 713      1.77329460    0.36810855E-03
 714      1.77379460    0.36649584E-03
 715      1.77429460    0.36502141E-03
 716      1.77479460    0.36368500E-03
 717      1.77529460    0.36248638E-03
 718      1.77579460    0.36142528E-03
 719      1.77629460    0.36050146E-03
 720      1.77679460    0.35971468E-03
 721      1.77729460    0.35906467E-03
 722      1.77779460    0.35855121E-03
 723      1.77829460    0.35817403E-03
 724      1.77879460    0.35793290E-03
 725      1.77929460    0.35782756E-03
 726      1.77979460    0.35785777E-03
 727      1.78029460    0.35802329E-03
 728      1.78079460    0.35832386E-03
 729      1.78129460    0.35875924E-03
 730      1.78179460    0.35932920E-03
 731      1.78229460    0.36003347E-03
 732      1.78279460    0.36087183E-03
 733      1.78329460    0.36184402E-03
 734      1.78379460    0.36294980E-03
 735      1.78429460    0.36418894E-03
 736      1.78479460    0.36556118E-03
 737      1.78529460    0.36706628E-03
 738      1.78579460    0.36870400E-03
 739      1.78629460    0.37047411E-03
 740      1.78679460    0.37237635E-03
 741      1.78729460    0.37441050E-03
 742      1.78779460    0.37657629E-03
 743      1.78829460    0.37887351E-03
 744      1.78879460    0.38130190E-03
 745      1.78929460    0.38386123E-03
 746      1.78979460    0.38655126E-03
 747      1.79029460    0.38937175E-03
 748      1.79079460    0.39232246E-03
 749      1.79129460    0.39540315E-03
 750      1.79179460    0.39861358E-03
 751      1.79229460    0.40195352E-03
 752      1.79279460    0.40542273E-03
 753      1.79329460    0.40902098E-03
 754      1.79379460    0.41274802E-03
 755      1.79429460    0.41660362E-03
 756      1.79479460    0.42058754E-03
 757      1.79529460    0.42469955E-03
 758      1.79579460    0.42893942E-03
 759      1.79629460    0.43330691E-03
 760      1.79679460    0.43780178E-03
 761      1.79729460    0.44242380E-03
 762      1.79779460    0.44717274E-03
 763      1.79829460    0.45204836E-03
 764      1.79879460    0.45705043E-03
 765      1.79929460    0.46217872E-03
 766      1.79979460    0.46743300E-03
 767      1.80029460    0.47281303E-03
 768      1.80079460    0.47831858E-03
 769      1.80129460    0.48394942E-03
 770      1.80179460    0.48970533E-03
 771      1.80229460    0.49558606E-03
 772      1.80279460    0.50159139E-03
 773      1.80329460    0.50772109E-03
 774      1.80379460    0.51397493E-03
 775      1.80429460    0.52035267E-03
 776      1.80479460    0.52685410E-03
