 Step   rOH   Energy
 164      1.49879460    0.42929819E-01
 165      1.49929460    0.42775454E-01
 166      1.49979460    0.42621498E-01
 167      1.50029460    0.42467951E-01
 168      1.50079460    0.42314811E-01
 169      1.50129460    0.42162078E-01
 170      1.50179460    0.42009751E-01
 171      1.50229460    0.41857830E-01
 172      1.50279460    0.41706314E-01
 173      1.50329460    0.41555201E-01
 174      1.50379460    0.41404492E-01
 175      1.50429460    0.41254186E-01
 176      1.50479460    0.41104281E-01
 177      1.50529460    0.40954778E-01
 178      1.50579460    0.40805675E-01
 179      1.50629460    0.40656972E-01
 180      1.50679460    0.40508668E-01
 181      1.50729460    0.40360762E-01
 182      1.50779460    0.40213255E-01
 183      1.50829460    0.40066144E-01
 184      1.50879460    0.39919429E-01
 185      1.50929460    0.39773111E-01
 186      1.50979460    0.39627187E-01
 187      1.51029460    0.39481657E-01
 188      1.51079460    0.39336521E-01
 189      1.51129460    0.39191778E-01
 190      1.51179460    0.39047426E-01
 191      1.51229460    0.38903467E-01
 192      1.51279460    0.38759898E-01
 193      1.51329460    0.38616719E-01
 194      1.51379460    0.38473930E-01
 195      1.51429460    0.38331529E-01
 196      1.51479460    0.38189516E-01
 197      1.51529460    0.38047891E-01
 198      1.51579460    0.37906652E-01
 199      1.51629460    0.37765800E-01
 200      1.51679460    0.37625332E-01
 201      1.51729460    0.37485250E-01
 202      1.51779460    0.37345551E-01
 203      1.51829460    0.37206236E-01
 204      1.51879460    0.37067303E-01
 205      1.51929460    0.36928752E-01
 206      1.51979460    0.36790583E-01
 207      1.52029460    0.36652794E-01
 208      1.52079460    0.36515385E-01
 209      1.52129460    0.36378355E-01
 210      1.52179460    0.36241704E-01
 211      1.52229460    0.36105431E-01
 212      1.52279460    0.35969535E-01
 213      1.52329460    0.35834016E-01
 214      1.52379460    0.35698873E-01
 215      1.52429460    0.35564105E-01
 216      1.52479460    0.35429712E-01
 217      1.52529460    0.35295692E-01
 218      1.52579460    0.35162046E-01
 219      1.52629460    0.35028773E-01
 220      1.52679460    0.34895872E-01
 221      1.52729460    0.34763342E-01
 222      1.52779460    0.34631183E-01
 223      1.52829460    0.34499393E-01
 224      1.52879460    0.34367974E-01
 225      1.52929460    0.34236923E-01
 226      1.52979460    0.34106240E-01
 227      1.53029460    0.33975924E-01
 228      1.53079460    0.33845976E-01
 229      1.53129460    0.33716394E-01
 230      1.53179460    0.33587177E-01
 231      1.53229460    0.33458325E-01
 232      1.53279460    0.33329837E-01
 233      1.53329460    0.33201713E-01
 234      1.53379460    0.33073952E-01
 235      1.53429460    0.32946553E-01
 236      1.53479460    0.32819516E-01
 237      1.53529460    0.32692840E-01
 238      1.53579460    0.32566525E-01
 239      1.53629460    0.32440569E-01
 240      1.53679460    0.32314973E-01
 241      1.53729460    0.32189735E-01
 242      1.53779460    0.32064855E-01
 243      1.53829460    0.31940332E-01
 244      1.53879460    0.31816166E-01
 245      1.53929460    0.31692356E-01
 246      1.53979460    0.31568901E-01
 247      1.54029460    0.31445801E-01
 248      1.54079460    0.31323055E-01
 249      1.54129460    0.31200663E-01
 250      1.54179460    0.31078624E-01
 251      1.54229460    0.30956937E-01
 252      1.54279460    0.30835602E-01
 253      1.54329460    0.30714617E-01
 254      1.54379460    0.30593984E-01
 255      1.54429460    0.30473700E-01
 256      1.54479460    0.30353765E-01
 257      1.54529460    0.30234179E-01
 258      1.54579460    0.30114941E-01
 259      1.54629460    0.29996050E-01
 260      1.54679460    0.29877506E-01
 261      1.54729460    0.29759308E-01
 262      1.54779460    0.29641456E-01
 263      1.54829460    0.29523949E-01
 264      1.54879460    0.29406786E-01
 265      1.54929460    0.29289967E-01
 266      1.54979460    0.29173491E-01
 267      1.55029460    0.29057357E-01
 268      1.55079460    0.28941565E-01
 269      1.55129460    0.28826115E-01
 270      1.55179460    0.28711006E-01
 271      1.55229460    0.28596236E-01
 272      1.55279460    0.28481807E-01
 273      1.55329460    0.28367716E-01
 274      1.55379460    0.28253963E-01
 275      1.55429460    0.28140548E-01
 276      1.55479460    0.28027471E-01
 277      1.55529460    0.27914730E-01
 278      1.55579460    0.27802325E-01
 279      1.55629460    0.27690255E-01
 280      1.55679460    0.27578520E-01
 281      1.55729460    0.27467120E-01
 282      1.55779460    0.27356053E-01
 283      1.55829460    0.27245319E-01
 284      1.55879460    0.27134917E-01
 285      1.55929460    0.27024848E-01
 286      1.55979460    0.26915109E-01
 287      1.56029460    0.26805702E-01
 288      1.56079460    0.26696624E-01
 289      1.56129460    0.26587876E-01
 290      1.56179460    0.26479457E-01
 291      1.56229460    0.26371367E-01
 292      1.56279460    0.26263604E-01
 293      1.56329460    0.26156169E-01
 294      1.56379460    0.26049060E-01
 295      1.56429460    0.25942277E-01
 296      1.56479460    0.25835820E-01
 297      1.56529460    0.25729688E-01
 298      1.56579460    0.25623880E-01
 299      1.56629460    0.25518396E-01
 300      1.56679460    0.25413235E-01
 301      1.56729460    0.25308397E-01
 302      1.56779460    0.25203881E-01
 303      1.56829460    0.25099686E-01
 304      1.56879460    0.24995813E-01
 305      1.56929460    0.24892260E-01
 306      1.56979460    0.24789026E-01
 307      1.57029460    0.24686113E-01
 308      1.57079460    0.24583517E-01
 309      1.57129460    0.24481240E-01
 310      1.57179460    0.24379281E-01
 311      1.57229460    0.24277639E-01
 312      1.57279460    0.24176313E-01
 313      1.57329460    0.24075303E-01
 314      1.57379460    0.23974608E-01
 315      1.57429460    0.23874229E-01
 316      1.57479460    0.23774163E-01
 317      1.57529460    0.23674412E-01
 318      1.57579460    0.23574973E-01
 319      1.57629460    0.23475848E-01
 320      1.57679460    0.23377034E-01
 321      1.57729460    0.23278532E-01
 322      1.57779460    0.23180340E-01
 323      1.57829460    0.23082460E-01
 324      1.57879460    0.22984889E-01
 325      1.57929460    0.22887627E-01
 326      1.57979460    0.22790675E-01
 327      1.58029460    0.22694030E-01
 328      1.58079460    0.22597693E-01
 329      1.58129460    0.22501664E-01
 330      1.58179460    0.22405941E-01
 331      1.58229460    0.22310524E-01
 332      1.58279460    0.22215413E-01
 333      1.58329460    0.22120607E-01
 334      1.58379460    0.22026105E-01
 335      1.58429460    0.21931908E-01
 336      1.58479460    0.21838013E-01
 337      1.58529460    0.21744422E-01
 338      1.58579460    0.21651133E-01
 339      1.58629460    0.21558146E-01
 340      1.58679460    0.21465460E-01
 341      1.58729460    0.21373075E-01
 342      1.58779460    0.21280990E-01
 343      1.58829460    0.21189205E-01
 344      1.58879460    0.21097719E-01
 345      1.58929460    0.21006532E-01
 346      1.58979460    0.20915643E-01
 347      1.59029460    0.20825051E-01
 348      1.59079460    0.20734757E-01
 349      1.59129460    0.20644759E-01
 350      1.59179460    0.20555057E-01
 351      1.59229460    0.20465651E-01
 352      1.59279460    0.20376540E-01
 353      1.59329460    0.20287723E-01
 354      1.59379460    0.20199201E-01
 355      1.59429460    0.20110971E-01
 356      1.59479460    0.20023035E-01
 357      1.59529460    0.19935391E-01
 358      1.59579460    0.19848039E-01
 359      1.59629460    0.19760979E-01
 360      1.59679460    0.19674209E-01
 361      1.59729460    0.19587730E-01
 362      1.59779460    0.19501541E-01
 363      1.59829460    0.19415641E-01
 364      1.59879460    0.19330029E-01
 365      1.59929460    0.19244707E-01
 366      1.59979460    0.19159672E-01
 367      1.60029460    0.19074924E-01
 368      1.60079460    0.18990463E-01
 369      1.60129460    0.18906289E-01
 370      1.60179460    0.18822400E-01
 371      1.60229460    0.18738797E-01
 372      1.60279460    0.18655478E-01
 373      1.60329460    0.18572444E-01
 374      1.60379460    0.18489694E-01
 375      1.60429460    0.18407227E-01
 376      1.60479460    0.18325043E-01
 377      1.60529460    0.18243141E-01
 378      1.60579460    0.18161521E-01
 379      1.60629460    0.18080182E-01
 380      1.60679460    0.17999124E-01
 381      1.60729460    0.17918347E-01
 382      1.60779460    0.17837849E-01
 383      1.60829460    0.17757631E-01
 384      1.60879460    0.17677691E-01
 385      1.60929460    0.17598030E-01
 386      1.60979460    0.17518647E-01
 387      1.61029460    0.17439542E-01
 388      1.61079460    0.17360713E-01
 389      1.61129460    0.17282160E-01
 390      1.61179460    0.17203884E-01
 391      1.61229460    0.17125883E-01
 392      1.61279460    0.17048157E-01
 393      1.61329460    0.16970705E-01
 394      1.61379460    0.16893528E-01
 395      1.61429460    0.16816624E-01
 396      1.61479460    0.16739993E-01
 397      1.61529460    0.16663635E-01
 398      1.61579460    0.16587548E-01
 399      1.61629460    0.16511734E-01
 400      1.61679460    0.16436190E-01
 401      1.61729460    0.16360917E-01
 402      1.61779460    0.16285915E-01
 403      1.61829460    0.16211182E-01
 404      1.61879460    0.16136718E-01
 405      1.61929460    0.16062523E-01
 406      1.61979460    0.15988596E-01
 407      1.62029460    0.15914937E-01
 408      1.62079460    0.15841546E-01
 409      1.62129460    0.15768421E-01
 410      1.62179460    0.15695562E-01
 411      1.62229460    0.15622970E-01
 412      1.62279460    0.15550643E-01
 413      1.62329460    0.15478581E-01
 414      1.62379460    0.15406784E-01
 415      1.62429460    0.15335250E-01
 416      1.62479460    0.15263981E-01
 417      1.62529460    0.15192974E-01
 418      1.62579460    0.15122230E-01
 419      1.62629460    0.15051748E-01
 420      1.62679460    0.14981528E-01
 421      1.62729460    0.14911570E-01
 422      1.62779460    0.14841872E-01
 423      1.62829460    0.14772434E-01
 424      1.62879460    0.14703257E-01
 425      1.62929460    0.14634339E-01
 426      1.62979460    0.14565680E-01
 427      1.63029460    0.14497279E-01
 428      1.63079460    0.14429136E-01
 429      1.63129460    0.14361252E-01
 430      1.63179460    0.14293624E-01
 431      1.63229460    0.14226253E-01
 432      1.63279460    0.14159138E-01
 433      1.63329460    0.14092279E-01
 434      1.63379460    0.14025676E-01
 435      1.63429460    0.13959327E-01
 436      1.63479460    0.13893233E-01
 437      1.63529460    0.13827393E-01
 438      1.63579460    0.13761806E-01
 439      1.63629460    0.13696473E-01
 440      1.63679460    0.13631392E-01
 441      1.63729460    0.13566564E-01
 442      1.63779460    0.13501987E-01
 443      1.63829460    0.13437662E-01
 444      1.63879460    0.13373587E-01
 445      1.63929460    0.13309763E-01
 446      1.63979460    0.13246189E-01
 447      1.64029460    0.13182865E-01
 448      1.64079460    0.13119790E-01
 449      1.64129460    0.13056963E-01
 450      1.64179460    0.12994385E-01
 451      1.64229460    0.12932055E-01
 452      1.64279460    0.12869972E-01
 453      1.64329460    0.12808136E-01
 454      1.64379460    0.12746546E-01
 455      1.64429460    0.12685203E-01
 456      1.64479460    0.12624105E-01
 457      1.64529460    0.12563252E-01
 458      1.64579460    0.12502645E-01
 459      1.64629460    0.12442281E-01
 460      1.64679460    0.12382162E-01
 461      1.64729460    0.12322286E-01
 462      1.64779460    0.12262653E-01
 463      1.64829460    0.12203262E-01
 464      1.64879460    0.12144114E-01
 465      1.64929460    0.12085208E-01
 466      1.64979460    0.12026543E-01
 467      1.65029460    0.11968119E-01
 468      1.65079460    0.11909936E-01
 469      1.65129460    0.11851992E-01
 470      1.65179460    0.11794288E-01
 471      1.65229460    0.11736824E-01
 472      1.65279460    0.11679598E-01
 473      1.65329460    0.11622611E-01
 474      1.65379460    0.11565861E-01
 475      1.65429460    0.11509350E-01
 476      1.65479460    0.11453075E-01
 477      1.65529460    0.11397037E-01
 478      1.65579460    0.11341235E-01
 479      1.65629460    0.11285669E-01
 480      1.65679460    0.11230339E-01
 481      1.65729460    0.11175244E-01
 482      1.65779460    0.11120383E-01
 483      1.65829460    0.11065757E-01
 484      1.65879460    0.11011364E-01
 485      1.65929460    0.10957205E-01
 486      1.65979460    0.10903278E-01
 487      1.66029460    0.10849585E-01
 488      1.66079460    0.10796123E-01
 489      1.66129460    0.10742893E-01
 490      1.66179460    0.10689895E-01
 491      1.66229460    0.10637127E-01
 492      1.66279460    0.10584590E-01
 493      1.66329460    0.10532283E-01
 494      1.66379460    0.10480206E-01
 495      1.66429460    0.10428358E-01
 496      1.66479460    0.10376739E-01
 497      1.66529460    0.10325349E-01
 498      1.66579460    0.10274186E-01
 499      1.66629460    0.10223252E-01
 500      1.66679460    0.10172544E-01
 501      1.66729460    0.10122064E-01
 502      1.66779460    0.10071810E-01
 503      1.66829460    0.10021781E-01
 504      1.66879460    0.99719792E-02
 505      1.66929460    0.99224021E-02
 506      1.66979460    0.98730499E-02
 507      1.67029460    0.98239222E-02
 508      1.67079460    0.97750186E-02
 509      1.67129460    0.97263387E-02
 510      1.67179460    0.96778821E-02
 511      1.67229460    0.96296484E-02
 512      1.67279460    0.95816371E-02
 513      1.67329460    0.95338480E-02
 514      1.67379460    0.94862807E-02
 515      1.67429460    0.94389346E-02
 516      1.67479460    0.93918095E-02
 517      1.67529460    0.93449049E-02
 518      1.67579460    0.92982205E-02
 519      1.67629460    0.92517558E-02
 520      1.67679460    0.92055106E-02
 521      1.67729460    0.91594843E-02
 522      1.67779460    0.91136766E-02
 523      1.67829460    0.90680871E-02
 524      1.67879460    0.90227155E-02
 525      1.67929460    0.89775613E-02
 526      1.67979460    0.89326241E-02
 527      1.68029460    0.88879036E-02
 528      1.68079460    0.88433994E-02
 529      1.68129460    0.87991112E-02
 530      1.68179460    0.87550384E-02
 531      1.68229460    0.87111808E-02
 532      1.68279460    0.86675379E-02
 533      1.68329460    0.86241094E-02
 534      1.68379460    0.85808949E-02
 535      1.68429460    0.85378941E-02
 536      1.68479460    0.84951065E-02
 537      1.68529460    0.84525317E-02
 538      1.68579460    0.84101694E-02
 539      1.68629460    0.83680193E-02
 540      1.68679460    0.83260808E-02
 541      1.68729460    0.82843538E-02
 542      1.68779460    0.82428377E-02
 543      1.68829460    0.82015322E-02
 544      1.68879460    0.81604370E-02
 545      1.68929460    0.81195516E-02
 546      1.68979460    0.80788757E-02
 547      1.69029460    0.80384090E-02
 548      1.69079460    0.79981510E-02
 549      1.69129460    0.79581013E-02
 550      1.69179460    0.79182597E-02
 551      1.69229460    0.78786257E-02
 552      1.69279460    0.78391990E-02
 553      1.69329460    0.77999792E-02
 554      1.69379460    0.77609659E-02
 555      1.69429460    0.77221588E-02
 556      1.69479460    0.76835575E-02
 557      1.69529460    0.76451617E-02
 558      1.69579460    0.76069709E-02
 559      1.69629460    0.75689848E-02
 560      1.69679460    0.75312031E-02
 561      1.69729460    0.74936253E-02
 562      1.69779460    0.74562512E-02
 563      1.69829460    0.74190803E-02
 564      1.69879460    0.73821124E-02
 565      1.69929460    0.73453469E-02
 566      1.69979460    0.73087837E-02
 567      1.70029460    0.72724222E-02
 568      1.70079460    0.72362623E-02
 569      1.70129460    0.72003034E-02
 570      1.70179460    0.71645453E-02
 571      1.70229460    0.71289875E-02
 572      1.70279460    0.70936298E-02
 573      1.70329460    0.70584718E-02
 574      1.70379460    0.70235131E-02
 575      1.70429460    0.69887533E-02
 576      1.70479460    0.69541922E-02
 577      1.70529460    0.69198293E-02
 578      1.70579460    0.68856644E-02
 579      1.70629460    0.68516970E-02
 580      1.70679460    0.68179267E-02
 581      1.70729460    0.67843534E-02
 582      1.70779460    0.67509765E-02
 583      1.70829460    0.67177958E-02
 584      1.70879460    0.66848109E-02
 585      1.70929460    0.66520215E-02
 586      1.70979460    0.66194272E-02
 587      1.71029460    0.65870276E-02
 588      1.71079460    0.65548224E-02
 589      1.71129460    0.65228113E-02
 590      1.71179460    0.64909940E-02
 591      1.71229460    0.64593700E-02
 592      1.71279460    0.64279390E-02
 593      1.71329460    0.63967007E-02
 594      1.71379460    0.63656548E-02
 595      1.71429460    0.63348008E-02
 596      1.71479460    0.63041386E-02
 597      1.71529460    0.62736676E-02
 598      1.71579460    0.62433876E-02
 599      1.71629460    0.62132983E-02
 600      1.71679460    0.61833992E-02
 601      1.71729460    0.61536901E-02
 602      1.71779460    0.61241707E-02
 603      1.71829460    0.60948405E-02
 604      1.71879460    0.60656992E-02
 605      1.71929460    0.60367466E-02
 606      1.71979460    0.60079822E-02
 607      1.72029460    0.59794058E-02
 608      1.72079460    0.59510169E-02
 609      1.72129460    0.59228154E-02
 610      1.72179460    0.58948007E-02
 611      1.72229460    0.58669727E-02
 612      1.72279460    0.58393309E-02
 613      1.72329460    0.58118750E-02
 614      1.72379460    0.57846048E-02
 615      1.72429460    0.57575198E-02
 616      1.72479460    0.57306197E-02
 617      1.72529460    0.57039042E-02
 618      1.72579460    0.56773731E-02
 619      1.72629460    0.56510258E-02
 620      1.72679460    0.56248622E-02
 621      1.72729460    0.55988819E-02
 622      1.72779460    0.55730845E-02
 623      1.72829460    0.55474698E-02
 624      1.72879460    0.55220374E-02
 625      1.72929460    0.54967869E-02
 626      1.72979460    0.54717182E-02
 627      1.73029460    0.54468307E-02
 628      1.73079460    0.54221243E-02
 629      1.73129460    0.53975985E-02
 630      1.73179460    0.53732531E-02
 631      1.73229460    0.53490878E-02
 632      1.73279460    0.53251021E-02
 633      1.73329460    0.53012959E-02
 634      1.73379460    0.52776687E-02
 635      1.73429460    0.52542203E-02
 636      1.73479460    0.52309503E-02
 637      1.73529460    0.52078584E-02
 638      1.73579460    0.51849443E-02
 639      1.73629460    0.51622077E-02
 640      1.73679460    0.51396483E-02
 641      1.73729460    0.51172657E-02
 642      1.73779460    0.50950596E-02
 643      1.73829460    0.50730297E-02
 644      1.73879460    0.50511757E-02
 645      1.73929460    0.50294973E-02
 646      1.73979460    0.50079942E-02
 647      1.74029460    0.49866660E-02
 648      1.74079460    0.49655124E-02
 649      1.74129460    0.49445332E-02
 650      1.74179460    0.49237280E-02
 651      1.74229460    0.49030964E-02
 652      1.74279460    0.48826383E-02
 653      1.74329460    0.48623532E-02
 654      1.74379460    0.48422409E-02
 655      1.74429460    0.48223010E-02
 656      1.74479460    0.48025333E-02
 657      1.74529460    0.47829374E-02
 658      1.74579460    0.47635131E-02
 659      1.74629460    0.47442599E-02
 660      1.74679460    0.47251777E-02
 661      1.74729460    0.47062661E-02
 662      1.74779460    0.46875248E-02
 663      1.74829460    0.46689534E-02
 664      1.74879460    0.46505518E-02
 665      1.74929460    0.46323195E-02
 666      1.74979460    0.46142563E-02
 667      1.75029460    0.45963619E-02
 668      1.75079460    0.45786359E-02
 669      1.75129460    0.45610781E-02
 670      1.75179460    0.45436882E-02
 671      1.75229460    0.45264659E-02
 672      1.75279460    0.45094108E-02
 673      1.75329460    0.44925226E-02
 674      1.75379460    0.44758011E-02
 675      1.75429460    0.44592460E-02
 676      1.75479460    0.44428569E-02
 677      1.75529460    0.44266336E-02
 678      1.75579460    0.44105758E-02
 679      1.75629460    0.43946831E-02
 680      1.75679460    0.43789553E-02
 681      1.75729460    0.43633921E-02
 682      1.75779460    0.43479931E-02
 683      1.75829460    0.43327581E-02
 684      1.75879460    0.43176868E-02
 685      1.75929460    0.43027789E-02
 686      1.75979460    0.42880341E-02
 687      1.76029460    0.42734520E-02
 688      1.76079460    0.42590325E-02
 689      1.76129460    0.42447752E-02
 690      1.76179460    0.42306798E-02
 691      1.76229460    0.42167460E-02
 692      1.76279460    0.42029736E-02
 693      1.76329460    0.41893622E-02
 694      1.76379460    0.41759116E-02
 695      1.76429460    0.41626214E-02
 696      1.76479460    0.41494914E-02
 697      1.76529460    0.41365213E-02
 698      1.76579460    0.41237108E-02
 699      1.76629460    0.41110596E-02
 700      1.76679460    0.40985674E-02
 701      1.76729460    0.40862340E-02
 702      1.76779460    0.40740590E-02
 703      1.76829460    0.40620421E-02
 704      1.76879460    0.40501832E-02
 705      1.76929460    0.40384818E-02
 706      1.76979460    0.40269377E-02
 707      1.77029460    0.40155507E-02
 708      1.77079460    0.40043203E-02
 709      1.77129460    0.39932465E-02
 710      1.77179460    0.39823288E-02
 711      1.77229460    0.39715670E-02
 712      1.77279460    0.39609607E-02
 713      1.77329460    0.39505099E-02
 714      1.77379460    0.39402140E-02
 715      1.77429460    0.39300729E-02
 716      1.77479460    0.39200863E-02
 717      1.77529460    0.39102539E-02
 718      1.77579460    0.39005754E-02
 719      1.77629460    0.38910506E-02
 720      1.77679460    0.38816791E-02
 721      1.77729460    0.38724607E-02
 722      1.77779460    0.38633951E-02
 723      1.77829460    0.38544821E-02
 724      1.77879460    0.38457213E-02
 725      1.77929460    0.38371125E-02
 726      1.77979460    0.38286554E-02
 727      1.78029460    0.38203497E-02
 728      1.78079460    0.38121951E-02
 729      1.78129460    0.38041915E-02
 730      1.78179460    0.37963384E-02
 731      1.78229460    0.37886357E-02
 732      1.78279460    0.37810830E-02
 733      1.78329460    0.37736802E-02
 734      1.78379460    0.37664268E-02
 735      1.78429460    0.37593227E-02
 736      1.78479460    0.37523675E-02
 737      1.78529460    0.37455611E-02
 738      1.78579460    0.37389031E-02
 739      1.78629460    0.37323932E-02
 740      1.78679460    0.37260313E-02
 741      1.78729460    0.37198169E-02
 742      1.78779460    0.37137499E-02
 743      1.78829460    0.37078300E-02
 744      1.78879460    0.37020569E-02
 745      1.78929460    0.36964304E-02
 746      1.78979460    0.36909501E-02
 747      1.79029460    0.36856159E-02
 748      1.79079460    0.36804274E-02
 749      1.79129460    0.36753844E-02
 750      1.79179460    0.36704866E-02
 751      1.79229460    0.36657338E-02
 752      1.79279460    0.36611257E-02
 753      1.79329460    0.36566620E-02
 754      1.79379460    0.36523425E-02
 755      1.79429460    0.36481668E-02
 756      1.79479460    0.36441348E-02
 757      1.79529460    0.36402462E-02
 758      1.79579460    0.36365007E-02
 759      1.79629460    0.36328981E-02
 760      1.79679460    0.36294380E-02
 761      1.79729460    0.36261203E-02
 762      1.79779460    0.36229447E-02
 763      1.79829460    0.36199109E-02
 764      1.79879460    0.36170186E-02
 765      1.79929460    0.36142676E-02
 766      1.79979460    0.36116577E-02
 767      1.80029460    0.36091885E-02
 768      1.80079460    0.36068599E-02
 769      1.80129460    0.36046716E-02
 770      1.80179460    0.36026232E-02
 771      1.80229460    0.36007146E-02
 772      1.80279460    0.35989455E-02
 773      1.80329460    0.35973157E-02
 774      1.80379460    0.35958248E-02
 775      1.80429460    0.35944727E-02
 776      1.80479460    0.35932591E-02
