 Step   rOH   Energy
  73      1.45329460    0.55241698E-01
  74      1.45379460    0.55046783E-01
  75      1.45429460    0.54852349E-01
  76      1.45479460    0.54658394E-01
  77      1.45529460    0.54464917E-01
  78      1.45579460    0.54271918E-01
  79      1.45629460    0.54079395E-01
  80      1.45679460    0.53887348E-01
  81      1.45729460    0.53695777E-01
  82      1.45779460    0.53504679E-01
  83      1.45829460    0.53314055E-01
  84      1.45879460    0.53123903E-01
  85      1.45929460    0.52934223E-01
  86      1.45979460    0.52745014E-01
  87      1.46029460    0.52556275E-01
  88      1.46079460    0.52368006E-01
  89      1.46129460    0.52180204E-01
  90      1.46179460    0.51992871E-01
  91      1.46229460    0.51806004E-01
  92      1.46279460    0.51619603E-01
  93      1.46329460    0.51433667E-01
  94      1.46379460    0.51248196E-01
  95      1.46429460    0.51063188E-01
  96      1.46479460    0.50878643E-01
  97      1.46529460    0.50694560E-01
  98      1.46579460    0.50510938E-01
  99      1.46629460    0.50327776E-01
 100      1.46679460    0.50145073E-01
 101      1.46729460    0.49962830E-01
 102      1.46779460    0.49781044E-01
 103      1.46829460    0.49599715E-01
 104      1.46879460    0.49418843E-01
 105      1.46929460    0.49238426E-01
 106      1.46979460    0.49058464E-01
 107      1.47029460    0.48878956E-01
 108      1.47079460    0.48699900E-01
 109      1.47129460    0.48521298E-01
 110      1.47179460    0.48343146E-01
 111      1.47229460    0.48165446E-01
 112      1.47279460    0.47988195E-01
 113      1.47329460    0.47811393E-01
 114      1.47379460    0.47635040E-01
 115      1.47429460    0.47459135E-01
 116      1.47479460    0.47283676E-01
 117      1.47529460    0.47108663E-01
 118      1.47579460    0.46934096E-01
 119      1.47629460    0.46759973E-01
 120      1.47679460    0.46586293E-01
 121      1.47729460    0.46413057E-01
 122      1.47779460    0.46240263E-01
 123      1.47829460    0.46067910E-01
 124      1.47879460    0.45895998E-01
 125      1.47929460    0.45724525E-01
 126      1.47979460    0.45553492E-01
 127      1.48029460    0.45382896E-01
 128      1.48079460    0.45212739E-01
 129      1.48129460    0.45043018E-01
 130      1.48179460    0.44873733E-01
 131      1.48229460    0.44704883E-01
 132      1.48279460    0.44536468E-01
 133      1.48329460    0.44368487E-01
 134      1.48379460    0.44200938E-01
 135      1.48429460    0.44033822E-01
 136      1.48479460    0.43867137E-01
 137      1.48529460    0.43700882E-01
 138      1.48579460    0.43535058E-01
 139      1.48629460    0.43369663E-01
 140      1.48679460    0.43204696E-01
 141      1.48729460    0.43040157E-01
 142      1.48779460    0.42876045E-01
 143      1.48829460    0.42712359E-01
 144      1.48879460    0.42549098E-01
 145      1.48929460    0.42386262E-01
 146      1.48979460    0.42223851E-01
 147      1.49029460    0.42061862E-01
 148      1.49079460    0.41900296E-01
 149      1.49129460    0.41739151E-01
 150      1.49179460    0.41578427E-01
 151      1.49229460    0.41418124E-01
 152      1.49279460    0.41258240E-01
 153      1.49329460    0.41098775E-01
 154      1.49379460    0.40939728E-01
 155      1.49429460    0.40781099E-01
 156      1.49479460    0.40622886E-01
 157      1.49529460    0.40465089E-01
 158      1.49579460    0.40307706E-01
 159      1.49629460    0.40150739E-01
 160      1.49679460    0.39994185E-01
 161      1.49729460    0.39838044E-01
 162      1.49779460    0.39682315E-01
 163      1.49829460    0.39526998E-01
 164      1.49879460    0.39372091E-01
 165      1.49929460    0.39217595E-01
 166      1.49979460    0.39063508E-01
 167      1.50029460    0.38909829E-01
 168      1.50079460    0.38756559E-01
 169      1.50129460    0.38603695E-01
 170      1.50179460    0.38451239E-01
 171      1.50229460    0.38299188E-01
 172      1.50279460    0.38147542E-01
 173      1.50329460    0.37996300E-01
 174      1.50379460    0.37845462E-01
 175      1.50429460    0.37695027E-01
 176      1.50479460    0.37544995E-01
 177      1.50529460    0.37395363E-01
 178      1.50579460    0.37246133E-01
 179      1.50629460    0.37097303E-01
 180      1.50679460    0.36948872E-01
 181      1.50729460    0.36800840E-01
 182      1.50779460    0.36653206E-01
 183      1.50829460    0.36505969E-01
 184      1.50879460    0.36359130E-01
 185      1.50929460    0.36212685E-01
 186      1.50979460    0.36066637E-01
 187      1.51029460    0.35920983E-01
 188      1.51079460    0.35775722E-01
 189      1.51129460    0.35630855E-01
 190      1.51179460    0.35486381E-01
 191      1.51229460    0.35342298E-01
 192      1.51279460    0.35198606E-01
 193      1.51329460    0.35055305E-01
 194      1.51379460    0.34912393E-01
 195      1.51429460    0.34769871E-01
 196      1.51479460    0.34627737E-01
 197      1.51529460    0.34485991E-01
 198      1.51579460    0.34344632E-01
 199      1.51629460    0.34203659E-01
 200      1.51679460    0.34063072E-01
 201      1.51729460    0.33922869E-01
 202      1.51779460    0.33783052E-01
 203      1.51829460    0.33643617E-01
 204      1.51879460    0.33504566E-01
 205      1.51929460    0.33365897E-01
 206      1.51979460    0.33227610E-01
 207      1.52029460    0.33089704E-01
 208      1.52079460    0.32952178E-01
 209      1.52129460    0.32815032E-01
 210      1.52179460    0.32678265E-01
 211      1.52229460    0.32541876E-01
 212      1.52279460    0.32405864E-01
 213      1.52329460    0.32270230E-01
 214      1.52379460    0.32134972E-01
 215      1.52429460    0.32000090E-01
 216      1.52479460    0.31865583E-01
 217      1.52529460    0.31731450E-01
 218      1.52579460    0.31597691E-01
 219      1.52629460    0.31464305E-01
 220      1.52679460    0.31331291E-01
 221      1.52729460    0.31198649E-01
 222      1.52779460    0.31066378E-01
 223      1.52829460    0.30934478E-01
 224      1.52879460    0.30802947E-01
 225      1.52929460    0.30671786E-01
 226      1.52979460    0.30540993E-01
 227      1.53029460    0.30410568E-01
 228      1.53079460    0.30280510E-01
 229      1.53129460    0.30150819E-01
 230      1.53179460    0.30021494E-01
 231      1.53229460    0.29892534E-01
 232      1.53279460    0.29763938E-01
 233      1.53329460    0.29635707E-01
 234      1.53379460    0.29507839E-01
 235      1.53429460    0.29380334E-01
 236      1.53479460    0.29253191E-01
 237      1.53529460    0.29126409E-01
 238      1.53579460    0.28999988E-01
 239      1.53629460    0.28873927E-01
 240      1.53679460    0.28748226E-01
 241      1.53729460    0.28622884E-01
 242      1.53779460    0.28497900E-01
 243      1.53829460    0.28373274E-01
 244      1.53879460    0.28249005E-01
 245      1.53929460    0.28125093E-01
 246      1.53979460    0.28001536E-01
 247      1.54029460    0.27878334E-01
 248      1.54079460    0.27755487E-01
 249      1.54129460    0.27632994E-01
 250      1.54179460    0.27510854E-01
 251      1.54229460    0.27389067E-01
 252      1.54279460    0.27267632E-01
 253      1.54329460    0.27146549E-01
 254      1.54379460    0.27025816E-01
 255      1.54429460    0.26905434E-01
 256      1.54479460    0.26785401E-01
 257      1.54529460    0.26665717E-01
 258      1.54579460    0.26546382E-01
 259      1.54629460    0.26427394E-01
 260      1.54679460    0.26308754E-01
 261      1.54729460    0.26190460E-01
 262      1.54779460    0.26072512E-01
 263      1.54829460    0.25954910E-01
 264      1.54879460    0.25837652E-01
 265      1.54929460    0.25720739E-01
 266      1.54979460    0.25604169E-01
 267      1.55029460    0.25487941E-01
 268      1.55079460    0.25372057E-01
 269      1.55129460    0.25256514E-01
 270      1.55179460    0.25141312E-01
 271      1.55229460    0.25026451E-01
 272      1.55279460    0.24911929E-01
 273      1.55329460    0.24797747E-01
 274      1.55379460    0.24683904E-01
 275      1.55429460    0.24570399E-01
 276      1.55479460    0.24457231E-01
 277      1.55529460    0.24344401E-01
 278      1.55579460    0.24231907E-01
 279      1.55629460    0.24119748E-01
 280      1.55679460    0.24007925E-01
 281      1.55729460    0.23896437E-01
 282      1.55779460    0.23785282E-01
 283      1.55829460    0.23674461E-01
 284      1.55879460    0.23563973E-01
 285      1.55929460    0.23453817E-01
 286      1.55979460    0.23343993E-01
 287      1.56029460    0.23234500E-01
 288      1.56079460    0.23125338E-01
 289      1.56129460    0.23016505E-01
 290      1.56179460    0.22908002E-01
 291      1.56229460    0.22799828E-01
 292      1.56279460    0.22691982E-01
 293      1.56329460    0.22584463E-01
 294      1.56379460    0.22477272E-01
 295      1.56429460    0.22370407E-01
 296      1.56479460    0.22263868E-01
 297      1.56529460    0.22157654E-01
 298      1.56579460    0.22051766E-01
 299      1.56629460    0.21946201E-01
 300      1.56679460    0.21840960E-01
 301      1.56729460    0.21736042E-01
 302      1.56779460    0.21631447E-01
 303      1.56829460    0.21527173E-01
 304      1.56879460    0.21423221E-01
 305      1.56929460    0.21319590E-01
 306      1.56979460    0.21216279E-01
 307      1.57029460    0.21113288E-01
 308      1.57079460    0.21010616E-01
 309      1.57129460    0.20908263E-01
 310      1.57179460    0.20806227E-01
 311      1.57229460    0.20704509E-01
 312      1.57279460    0.20603108E-01
 313      1.57329460    0.20502023E-01
 314      1.57379460    0.20401254E-01
 315      1.57429460    0.20300800E-01
 316      1.57479460    0.20200661E-01
 317      1.57529460    0.20100836E-01
 318      1.57579460    0.20001325E-01
 319      1.57629460    0.19902127E-01
 320      1.57679460    0.19803241E-01
 321      1.57729460    0.19704667E-01
 322      1.57779460    0.19606404E-01
 323      1.57829460    0.19508453E-01
 324      1.57879460    0.19410811E-01
 325      1.57929460    0.19313479E-01
 326      1.57979460    0.19216457E-01
 327      1.58029460    0.19119743E-01
 328      1.58079460    0.19023338E-01
 329      1.58129460    0.18927239E-01
 330      1.58179460    0.18831448E-01
 331      1.58229460    0.18735964E-01
 332      1.58279460    0.18640785E-01
 333      1.58329460    0.18545912E-01
 334      1.58379460    0.18451344E-01
 335      1.58429460    0.18357080E-01
 336      1.58479460    0.18263120E-01
 337      1.58529460    0.18169463E-01
 338      1.58579460    0.18076109E-01
 339      1.58629460    0.17983057E-01
 340      1.58679460    0.17890307E-01
 341      1.58729460    0.17797858E-01
 342      1.58779460    0.17705709E-01
 343      1.58829460    0.17613861E-01
 344      1.58879460    0.17522312E-01
 345      1.58929460    0.17431063E-01
 346      1.58979460    0.17340111E-01
 347      1.59029460    0.17249458E-01
 348      1.59079460    0.17159103E-01
 349      1.59129460    0.17069044E-01
 350      1.59179460    0.16979282E-01
 351      1.59229460    0.16889815E-01
 352      1.59279460    0.16800644E-01
 353      1.59329460    0.16711768E-01
 354      1.59379460    0.16623186E-01
 355      1.59429460    0.16534899E-01
 356      1.59479460    0.16446904E-01
 357      1.59529460    0.16359202E-01
 358      1.59579460    0.16271793E-01
 359      1.59629460    0.16184675E-01
 360      1.59679460    0.16097848E-01
 361      1.59729460    0.16011313E-01
 362      1.59779460    0.15925067E-01
 363      1.59829460    0.15839112E-01
 364      1.59879460    0.15753445E-01
 365      1.59929460    0.15668067E-01
 366      1.59979460    0.15582978E-01
 367      1.60029460    0.15498176E-01
 368      1.60079460    0.15413661E-01
 369      1.60129460    0.15329433E-01
 370      1.60179460    0.15245491E-01
 371      1.60229460    0.15161835E-01
 372      1.60279460    0.15078464E-01
 373      1.60329460    0.14995378E-01
 374      1.60379460    0.14912576E-01
 375      1.60429460    0.14830057E-01
 376      1.60479460    0.14747822E-01
 377      1.60529460    0.14665870E-01
 378      1.60579460    0.14584199E-01
 379      1.60629460    0.14502810E-01
 380      1.60679460    0.14421703E-01
 381      1.60729460    0.14340876E-01
 382      1.60779460    0.14260330E-01
 383      1.60829460    0.14180063E-01
 384      1.60879460    0.14100075E-01
 385      1.60929460    0.14020366E-01
 386      1.60979460    0.13940935E-01
 387      1.61029460    0.13861782E-01
 388      1.61079460    0.13782907E-01
 389      1.61129460    0.13704308E-01
 390      1.61179460    0.13625985E-01
 391      1.61229460    0.13547938E-01
 392      1.61279460    0.13470167E-01
 393      1.61329460    0.13392670E-01
 394      1.61379460    0.13315448E-01
 395      1.61429460    0.13238499E-01
 396      1.61479460    0.13161824E-01
 397      1.61529460    0.13085422E-01
 398      1.61579460    0.13009292E-01
 399      1.61629460    0.12933434E-01
 400      1.61679460    0.12857848E-01
 401      1.61729460    0.12782532E-01
 402      1.61779460    0.12707487E-01
 403      1.61829460    0.12632712E-01
 404      1.61879460    0.12558207E-01
 405      1.61929460    0.12483971E-01
 406      1.61979460    0.12410003E-01
 407      1.62029460    0.12336304E-01
 408      1.62079460    0.12262872E-01
 409      1.62129460    0.12189707E-01
 410      1.62179460    0.12116809E-01
 411      1.62229460    0.12044177E-01
 412      1.62279460    0.11971811E-01
 413      1.62329460    0.11899711E-01
 414      1.62379460    0.11827875E-01
 415      1.62429460    0.11756304E-01
 416      1.62479460    0.11684996E-01
 417      1.62529460    0.11613952E-01
 418      1.62579460    0.11543171E-01
 419      1.62629460    0.11472652E-01
 420      1.62679460    0.11402396E-01
 421      1.62729460    0.11332401E-01
 422      1.62779460    0.11262667E-01
 423      1.62829460    0.11193194E-01
 424      1.62879460    0.11123981E-01
 425      1.62929460    0.11055028E-01
 426      1.62979460    0.10986334E-01
 427      1.63029460    0.10917899E-01
 428      1.63079460    0.10849723E-01
 429      1.63129460    0.10781804E-01
 430      1.63179460    0.10714143E-01
 431      1.63229460    0.10646739E-01
 432      1.63279460    0.10579591E-01
 433      1.63329460    0.10512699E-01
 434      1.63379460    0.10446064E-01
 435      1.63429460    0.10379683E-01
 436      1.63479460    0.10313557E-01
 437      1.63529460    0.10247686E-01
 438      1.63579460    0.10182068E-01
 439      1.63629460    0.10116704E-01
 440      1.63679460    0.10051592E-01
 441      1.63729460    0.99867335E-02
 442      1.63779460    0.99221268E-02
 443      1.63829460    0.98577717E-02
 444      1.63879460    0.97936678E-02
 445      1.63929460    0.97298147E-02
 446      1.63979460    0.96662118E-02
 447      1.64029460    0.96028588E-02
 448      1.64079460    0.95397553E-02
 449      1.64129460    0.94769007E-02
 450      1.64179460    0.94142946E-02
 451      1.64229460    0.93519367E-02
 452      1.64279460    0.92898264E-02
 453      1.64329460    0.92279634E-02
 454      1.64379460    0.91663471E-02
 455      1.64429460    0.91049772E-02
 456      1.64479460    0.90438532E-02
 457      1.64529460    0.89829747E-02
 458      1.64579460    0.89223412E-02
 459      1.64629460    0.88619524E-02
 460      1.64679460    0.88018077E-02
 461      1.64729460    0.87419068E-02
 462      1.64779460    0.86822493E-02
 463      1.64829460    0.86228346E-02
 464      1.64879460    0.85636624E-02
 465      1.64929460    0.85047322E-02
 466      1.64979460    0.84460436E-02
 467      1.65029460    0.83875963E-02
 468      1.65079460    0.83293896E-02
 469      1.65129460    0.82714234E-02
 470      1.65179460    0.82136970E-02
 471      1.65229460    0.81562101E-02
 472      1.65279460    0.80989622E-02
 473      1.65329460    0.80419530E-02
 474      1.65379460    0.79851820E-02
 475      1.65429460    0.79286488E-02
 476      1.65479460    0.78723530E-02
 477      1.65529460    0.78162941E-02
 478      1.65579460    0.77604718E-02
 479      1.65629460    0.77048856E-02
 480      1.65679460    0.76495351E-02
 481      1.65729460    0.75944198E-02
 482      1.65779460    0.75395395E-02
 483      1.65829460    0.74848935E-02
 484      1.65879460    0.74304817E-02
 485      1.65929460    0.73763034E-02
 486      1.65979460    0.73223584E-02
 487      1.66029460    0.72686461E-02
 488      1.66079460    0.72151662E-02
 489      1.66129460    0.71619183E-02
 490      1.66179460    0.71089020E-02
 491      1.66229460    0.70561168E-02
 492      1.66279460    0.70035624E-02
 493      1.66329460    0.69512383E-02
 494      1.66379460    0.68991441E-02
 495      1.66429460    0.68472794E-02
 496      1.66479460    0.67956439E-02
 497      1.66529460    0.67442371E-02
 498      1.66579460    0.66930585E-02
 499      1.66629460    0.66421079E-02
 500      1.66679460    0.65913848E-02
 501      1.66729460    0.65408888E-02
 502      1.66779460    0.64906194E-02
 503      1.66829460    0.64405763E-02
 504      1.66879460    0.63907592E-02
 505      1.66929460    0.63411675E-02
 506      1.66979460    0.62918009E-02
 507      1.67029460    0.62426590E-02
 508      1.67079460    0.61937414E-02
 509      1.67129460    0.61450477E-02
 510      1.67179460    0.60965775E-02
 511      1.67229460    0.60483303E-02
 512      1.67279460    0.60003059E-02
 513      1.67329460    0.59525038E-02
 514      1.67379460    0.59049236E-02
 515      1.67429460    0.58575650E-02
 516      1.67479460    0.58104275E-02
 517      1.67529460    0.57635107E-02
 518      1.67579460    0.57168142E-02
 519      1.67629460    0.56703378E-02
 520      1.67679460    0.56240808E-02
 521      1.67729460    0.55780431E-02
 522      1.67779460    0.55322241E-02
 523      1.67829460    0.54866236E-02
 524      1.67879460    0.54412411E-02
 525      1.67929460    0.53960761E-02
 526      1.67979460    0.53511285E-02
 527      1.68029460    0.53063977E-02
 528      1.68079460    0.52618833E-02
 529      1.68129460    0.52175851E-02
 530      1.68179460    0.51735025E-02
 531      1.68229460    0.51296353E-02
 532      1.68279460    0.50859830E-02
 533      1.68329460    0.50425452E-02
 534      1.68379460    0.49993216E-02
 535      1.68429460    0.49563119E-02
 536      1.68479460    0.49135155E-02
 537      1.68529460    0.48709322E-02
 538      1.68579460    0.48285615E-02
 539      1.68629460    0.47864031E-02
 540      1.68679460    0.47444566E-02
 541      1.68729460    0.47027216E-02
 542      1.68779460    0.46611978E-02
 543      1.68829460    0.46198848E-02
 544      1.68879460    0.45787821E-02
 545      1.68929460    0.45378895E-02
 546      1.68979460    0.44972065E-02
 547      1.69029460    0.44567329E-02
 548      1.69079460    0.44164681E-02
 549      1.69129460    0.43764118E-02
 550      1.69179460    0.43365638E-02
 551      1.69229460    0.42969235E-02
 552      1.69279460    0.42574906E-02
 553      1.69329460    0.42182649E-02
 554      1.69379460    0.41792457E-02
 555      1.69429460    0.41404330E-02
 556      1.69479460    0.41018261E-02
 557      1.69529460    0.40634249E-02
 558      1.69579460    0.40252289E-02
 559      1.69629460    0.39872377E-02
 560      1.69679460    0.39494510E-02
 561      1.69729460    0.39118685E-02
 562      1.69779460    0.38744897E-02
 563      1.69829460    0.38373143E-02
 564      1.69879460    0.38003420E-02
 565      1.69929460    0.37635723E-02
 566      1.69979460    0.37270050E-02
 567      1.70029460    0.36906396E-02
 568      1.70079460    0.36544758E-02
 569      1.70129460    0.36185133E-02
 570      1.70179460    0.35827516E-02
 571      1.70229460    0.35471905E-02
 572      1.70279460    0.35118295E-02
 573      1.70329460    0.34766683E-02
 574      1.70379460    0.34417066E-02
 575      1.70429460    0.34069440E-02
 576      1.70479460    0.33723801E-02
 577      1.70529460    0.33380146E-02
 578      1.70579460    0.33038472E-02
 579      1.70629460    0.32698774E-02
 580      1.70679460    0.32361049E-02
 581      1.70729460    0.32025295E-02
 582      1.70779460    0.31691506E-02
 583      1.70829460    0.31359681E-02
 584      1.70879460    0.31029814E-02
 585      1.70929460    0.30701903E-02
 586      1.70979460    0.30375945E-02
 587      1.71029460    0.30051935E-02
 588      1.71079460    0.29729871E-02
 589      1.71129460    0.29409748E-02
 590      1.71179460    0.29091564E-02
 591      1.71229460    0.28775315E-02
 592      1.71279460    0.28460997E-02
 593      1.71329460    0.28148607E-02
 594      1.71379460    0.27838142E-02
 595      1.71429460    0.27529598E-02
 596      1.71479460    0.27222971E-02
 597      1.71529460    0.26918259E-02
 598      1.71579460    0.26615457E-02
 599      1.71629460    0.26314563E-02
 600      1.71679460    0.26015574E-02
 601      1.71729460    0.25718484E-02
 602      1.71779460    0.25423292E-02
 603      1.71829460    0.25129994E-02
 604      1.71879460    0.24838586E-02
 605      1.71929460    0.24549065E-02
 606      1.71979460    0.24261428E-02
 607      1.72029460    0.23975671E-02
 608      1.72079460    0.23691792E-02
 609      1.72129460    0.23409785E-02
 610      1.72179460    0.23129650E-02
 611      1.72229460    0.22851380E-02
 612      1.72279460    0.22574975E-02
 613      1.72329460    0.22300430E-02
 614      1.72379460    0.22027741E-02
 615      1.72429460    0.21756907E-02
 616      1.72479460    0.21487922E-02
 617      1.72529460    0.21220785E-02
 618      1.72579460    0.20955491E-02
 619      1.72629460    0.20692037E-02
 620      1.72679460    0.20430421E-02
 621      1.72729460    0.20170638E-02
 622      1.72779460    0.19912686E-02
 623      1.72829460    0.19656561E-02
 624      1.72879460    0.19402259E-02
 625      1.72929460    0.19149779E-02
 626      1.72979460    0.18899116E-02
 627      1.73029460    0.18650267E-02
 628      1.73079460    0.18403229E-02
 629      1.73129460    0.18157998E-02
 630      1.73179460    0.17914572E-02
 631      1.73229460    0.17672947E-02
 632      1.73279460    0.17433120E-02
 633      1.73329460    0.17195088E-02
 634      1.73379460    0.16958847E-02
 635      1.73429460    0.16724394E-02
 636      1.73479460    0.16491727E-02
 637      1.73529460    0.16260841E-02
 638      1.73579460    0.16031734E-02
 639      1.73629460    0.15804403E-02
 640      1.73679460    0.15578843E-02
 641      1.73729460    0.15355053E-02
 642      1.73779460    0.15133029E-02
 643      1.73829460    0.14912768E-02
 644      1.73879460    0.14694266E-02
 645      1.73929460    0.14477520E-02
 646      1.73979460    0.14262528E-02
 647      1.74029460    0.14049286E-02
 648      1.74079460    0.13837791E-02
 649      1.74129460    0.13628040E-02
 650      1.74179460    0.13420029E-02
 651      1.74229460    0.13213756E-02
 652      1.74279460    0.13009217E-02
 653      1.74329460    0.12806410E-02
 654      1.74379460    0.12605331E-02
 655      1.74429460    0.12405977E-02
 656      1.74479460    0.12208345E-02
 657      1.74529460    0.12012432E-02
 658      1.74579460    0.11818235E-02
 659      1.74629460    0.11625751E-02
 660      1.74679460    0.11434976E-02
 661      1.74729460    0.11245908E-02
 662      1.74779460    0.11058543E-02
 663      1.74829460    0.10872879E-02
 664      1.74879460    0.10688912E-02
 665      1.74929460    0.10506639E-02
 666      1.74979460    0.10326058E-02
 667      1.75029460    0.10147165E-02
 668      1.75079460    0.99699567E-03
 669      1.75129460    0.97944308E-03
 670      1.75179460    0.96205841E-03
 671      1.75229460    0.94484134E-03
 672      1.75279460    0.92779158E-03
 673      1.75329460    0.91090882E-03
 674      1.75379460    0.89419277E-03
 675      1.75429460    0.87764312E-03
 676      1.75479460    0.86125957E-03
 677      1.75529460    0.84504182E-03
 678      1.75579460    0.82898958E-03
 679      1.75629460    0.81310254E-03
 680      1.75679460    0.79738041E-03
 681      1.75729460    0.78182289E-03
 682      1.75779460    0.76642968E-03
 683      1.75829460    0.75120048E-03
 684      1.75879460    0.73613501E-03
 685      1.75929460    0.72123295E-03
 686      1.75979460    0.70649403E-03
 687      1.76029460    0.69191794E-03
 688      1.76079460    0.67750439E-03
 689      1.76129460    0.66325308E-03
 690      1.76179460    0.64916373E-03
 691      1.76229460    0.63523604E-03
 692      1.76279460    0.62146972E-03
 693      1.76329460    0.60786447E-03
 694      1.76379460    0.59442000E-03
 695      1.76429460    0.58113604E-03
 696      1.76479460    0.56801227E-03
 697      1.76529460    0.55504842E-03
 698      1.76579460    0.54224419E-03
 699      1.76629460    0.52959930E-03
 700      1.76679460    0.51711346E-03
 701      1.76729460    0.50478637E-03
 702      1.76779460    0.49261776E-03
 703      1.76829460    0.48060733E-03
 704      1.76879460    0.46875480E-03
 705      1.76929460    0.45705989E-03
 706      1.76979460    0.44552230E-03
 707      1.77029460    0.43414175E-03
 708      1.77079460    0.42291797E-03
 709      1.77129460    0.41185065E-03
 710      1.77179460    0.40093953E-03
 711      1.77229460    0.39018431E-03
 712      1.77279460    0.37958472E-03
 713      1.77329460    0.36914046E-03
 714      1.77379460    0.35885127E-03
 715      1.77429460    0.34871686E-03
 716      1.77479460    0.33873695E-03
 717      1.77529460    0.32891125E-03
 718      1.77579460    0.31923949E-03
 719      1.77629460    0.30972139E-03
 720      1.77679460    0.30035667E-03
 721      1.77729460    0.29114505E-03
 722      1.77779460    0.28208625E-03
 723      1.77829460    0.27318000E-03
 724      1.77879460    0.26442602E-03
 725      1.77929460    0.25582403E-03
 726      1.77979460    0.24737376E-03
 727      1.78029460    0.23907492E-03
 728      1.78079460    0.23092725E-03
 729      1.78129460    0.22293047E-03
 730      1.78179460    0.21508430E-03
 731      1.78229460    0.20738848E-03
 732      1.78279460    0.19984273E-03
 733      1.78329460    0.19244676E-03
 734      1.78379460    0.18520033E-03
 735      1.78429460    0.17810314E-03
 736      1.78479460    0.17115493E-03
 737      1.78529460    0.16435543E-03
 738      1.78579460    0.15770436E-03
 739      1.78629460    0.15120147E-03
 740      1.78679460    0.14484646E-03
 741      1.78729460    0.13863909E-03
 742      1.78779460    0.13257907E-03
 743      1.78829460    0.12666615E-03
 744      1.78879460    0.12090004E-03
 745      1.78929460    0.11528049E-03
 746      1.78979460    0.10980723E-03
 747      1.79029460    0.10447998E-03
 748      1.79079460    0.99298494E-04
 749      1.79129460    0.94262492E-04
 750      1.79179460    0.89371712E-04
 751      1.79229460    0.84625890E-04
 752      1.79279460    0.80024761E-04
 753      1.79329460    0.75568060E-04
 754      1.79379460    0.71255525E-04
 755      1.79429460    0.67086891E-04
 756      1.79479460    0.63061896E-04
 757      1.79529460    0.59180278E-04
 758      1.79579460    0.55441774E-04
 759      1.79629460    0.51846124E-04
 760      1.79679460    0.48393066E-04
 761      1.79729460    0.45082339E-04
 762      1.79779460    0.41913683E-04
 763      1.79829460    0.38886839E-04
 764      1.79879460    0.36001547E-04
 765      1.79929460    0.33257548E-04
 766      1.79979460    0.30654583E-04
 767      1.80029460    0.28192395E-04
 768      1.80079460    0.25870726E-04
 769      1.80129460    0.23689318E-04
 770      1.80179460    0.21647915E-04
 771      1.80229460    0.19746260E-04
 772      1.80279460    0.17984098E-04
 773      1.80329460    0.16361173E-04
 774      1.80379460    0.14877229E-04
 775      1.80429460    0.13532012E-04
 776      1.80479460    0.12325268E-04
